object_id,grid_x,grid_y,frame_id
0,19,18,134
1,10,8,134
0,19,18,135
1,11,8,135
1,11,7,136
0,18,19,136
0,18,19,137
1,11,7,137
0,18,19,138
1,11,7,138
0,17,19,139
1,11,7,139
0,17,19,140
1,11,7,140
1,11,7,141
0,17,18,141
0,16,18,142
1,11,7,142
0,16,18,143
1,11,6,143
0,15,18,144
1,10,6,144
0,15,18,145
1,10,6,145
0,15,18,146
1,10,6,146
1,10,6,147
0,15,18,147
0,15,18,148
1,10,6,148
0,15,18,149
1,10,6,149
0,14,17,150
1,10,6,150
0,14,17,151
1,10,6,151
1,10,6,152
0,14,17,152
0,14,17,153
1,9,6,153
0,14,17,154
1,9,6,154
0,14,17,155
1,9,6,155
0,13,17,156
1,9,7,156
1,9,7,157
0,13,16,157
0,13,16,158
1,9,8,158
0,13,16,159
1,9,8,159
0,13,16,160
1,9,9,160
0,13,15,161
1,9,9,161
1,9,9,162
0,13,15,162
0,12,15,163
1,9,9,163
0,12,14,164
1,9,10,164
0,12,14,165
1,9,11,165
1,9,11,166
0,12,14,166
1,9,11,167
0,12,14,167
0,12,13,168
1,9,11,168
0,12,13,169
1,9,12,169
0,12,13,170
1,9,12,170
0,12,13,171
1,8,13,171
1,8,13,172
0,11,12,172
0,11,12,173
1,8,14,173
0,11,11,174
1,8,14,174
0,11,11,175
1,8,14,175
1,8,14,176
0,11,10,176
1,8,15,177
0,11,10,177
0,11,10,178
1,8,15,178
0,11,9,179
1,8,16,179
0,11,9,180
1,8,16,180
0,11,8,181
1,8,17,181
1,8,17,182
0,11,7,182
0,11,6,183
1,7,17,183
0,11,6,184
1,7,18,184
0,11,5,185
1,7,18,185
0,11,5,186
1,7,18,186
1,7,18,187
0,11,4,187
1,7,18,188
0,11,4,188
0,11,3,189
1,6,18,189
0,10,3,190
1,6,18,190
0,10,3,191
1,6,18,191
0,10,2,192
1,6,18,192
1,5,17,193
0,10,2,193
0,10,2,194
1,5,17,194
0,10,2,195
1,5,17,195
0,10,2,196
1,4,16,196
1,4,16,197
0,10,2,197
1,4,16,198
0,10,2,198
0,10,2,199
1,4,15,199
0,10,2,200
1,4,15,200
0,10,2,201
1,4,15,201
0,10,2,202
1,4,14,202
1,4,13,203
0,9,2,203
0,9,3,204
1,4,13,204
0,9,3,205
1,4,13,205
0,9,4,206
1,4,13,206
0,9,4,207
1,4,13,207
1,4,12,208
0,9,5,208
0,8,6,209
1,4,12,209
0,8,6,210
1,4,11,210
0,8,6,211
1,4,11,211
0,8,7,212
1,4,10,212
1,5,10,213
0,8,8,213
0,9,9,214
1,5,10,214
0,9,9,215
1,5,9,215
0,9,10,216
1,5,9,216
0,9,11,217
1,5,8,217
1,5,8,218
0,9,11,218
0,9,11,219
1,5,8,219
0,9,11,220
1,5,7,220
0,9,12,221
1,5,7,221
0,9,13,222
1,5,6,222
1,5,6,223
0,9,13,223
0,9,14,224
1,5,6,224
0,9,15,225
1,5,6,225
0,9,15,226
1,5,5,226
0,9,16,227
1,5,5,227
0,9,16,228
1,5,5,228
1,5,5,229
0,8,16,229
0,8,16,230
1,5,5,230
0,7,17,231
1,5,5,231
0,7,17,232
1,5,5,232
0,6,17,233
1,5,4,233
1,4,4,234
0,6,17,234
0,5,16,235
1,4,4,235
0,5,16,236
1,4,4,236
0,5,16,237
1,4,4,237
0,5,16,238
1,4,4,238
1,4,4,239
0,4,15,239
0,4,15,240
1,4,4,240
0,4,14,241
1,4,4,241
0,4,13,242
1,4,4,242
0,4,13,243
1,4,4,243
1,4,4,244
0,4,13,244
0,4,12,245
1,4,5,245
0,4,12,246
1,3,5,246
0,4,11,247
1,3,5,247
1,3,5,248
0,4,10,248
1,3,5,249
0,4,10,249
0,4,9,250
1,3,5,250
0,4,9,251
1,3,6,251
0,4,8,252
1,3,6,252
0,4,8,253
1,3,6,253
1,3,7,254
0,4,7,254
0,4,7,255
1,3,7,255
0,4,7,256
1,3,8,256
0,4,6,257
1,3,9,257
1,3,9,258
0,4,6,258
1,3,10,259
0,4,6,259
0,4,6,260
1,3,10,260
0,4,6,261
1,3,10,261
0,4,6,262
1,3,11,262
0,4,6,263
1,3,11,263
1,3,12,264
0,4,6,264
0,4,6,265
1,3,12,265
0,4,6,266
1,3,12,266
0,4,6,267
1,3,12,267
0,4,6,268
1,3,13,268
1,3,13,269
0,4,6,269
1,3,14,270
0,4,6,270
0,4,5,271
1,3,14,271
0,4,5,272
1,3,15,272
0,4,5,273
1,3,15,273
0,4,5,274
1,3,15,274
0,4,5,275
1,3,16,275
1,3,16,276
0,4,6,276
0,4,6,277
1,4,16,277
0,4,6,278
1,4,17,278
0,4,6,279
1,4,17,279
0,4,7,280
1,4,17,280
1,5,17,281
0,4,8,281
0,4,8,282
1,5,18,282
0,4,9,283
1,6,18,283
0,4,9,284
1,6,18,284
0,4,10,285
1,7,18,285
1,7,18,286
0,4,10,286
0,4,11,287
1,7,18,287
0,4,11,288
1,8,18,288
0,5,12,289
1,8,18,289
1,9,18,290
0,5,12,290
1,9,18,291
0,5,13,291
0,5,14,292
1,9,18,292
0,5,14,293
1,9,18,293
0,5,14,294
1,9,18,294
0,5,14,295
1,10,18,295
1,10,17,296
0,5,15,296
0,6,15,297
1,10,17,297
0,6,16,298
1,10,17,298
0,7,16,299
1,10,16,299
0,7,17,300
1,11,16,300
1,11,16,301
0,7,17,301
0,8,17,302
1,11,15,302
0,8,17,303
1,11,15,303
0,9,18,304
1,11,14,304
1,11,14,305
0,9,18,305
1,11,13,306
0,9,18,306
0,10,18,307
1,11,13,307
0,10,18,308
1,11,12,308
0,11,18,309
1,11,12,309
1,11,11,310
0,11,18,310
1,11,11,311
0,12,18,311
0,12,18,312
1,11,11,312
0,13,18,313
1,11,11,313
0,13,17,314
1,11,10,314
0,14,17,315
1,11,10,315
1,12,10,316
0,15,17,316
0,15,17,317
1,12,9,317
0,16,17,318
1,12,9,318
0,16,17,319
1,12,8,319
1,12,8,320
0,17,17,320
1,12,8,321
0,18,17,321
0,18,17,322
1,11,7,322
0,19,16,323
1,11,7,323
0,19,16,324
1,11,6,324
0,20,16,325
1,11,6,325
1,11,6,326
0,20,16,326
0,20,16,327
1,11,6,327
0,20,16,328
1,11,6,328
0,21,16,329
1,11,5,329
0,21,15,330
1,11,5,330
1,11,5,331
0,21,15,331
0,22,14,332
1,11,5,332
0,22,14,333
1,11,5,333
0,22,14,334
1,11,5,334
0,22,13,335
1,11,4,335
1,11,4,336
0,22,12,336
0,22,12,337
1,10,4,337
0,22,12,338
1,10,4,338
0,22,12,339
1,10,4,339
0,23,11,340
1,10,4,340
1,10,4,341
0,23,10,341
0,23,10,342
1,10,4,342
0,23,10,343
1,9,4,343
0,23,9,344
1,9,4,344
0,23,9,345
1,9,4,345
1,9,5,346
0,23,8,346
0,23,8,347
1,9,5,347
0,23,8,348
1,9,5,348
0,23,7,349
1,8,5,349
0,23,6,350
1,8,6,350
0,23,5,351
1,8,6,351
